"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
5 "Spectrogram 1" 1 61056.658527134 64291.682917954 55.638 14172.973 "2022/3/12" "20:51:18.6585" "21:45:13.6829" 3235.0244 "Transit" NA "" "2022/3/12"
8 "Spectrogram 1" 1 67934.683225336 69918.596264195 86.233 7219.512 "2022/3/12" "22:45:55.6832" "23:18:59.5963" 1983.913 "Maneuver" NA "LTSA" "2022/3/12"
6 "Spectrogram 1" 1 73461.439022951 75398.073157876 41.328 24000 "2022/3/13" "0:18:02.4390" "0:50:18.0732" 1936.6341 "Transit" NA "" "2022/3/12"
7 "Spectrogram 1" 1 75565.365849102 78038.682917259 99.03 5508.16 "2022/3/13" "0:53:06.3658" "1:34:19.6829" 2473.3171 "Maneuver" NA "" "2022/3/12"
9 "Spectrogram 1" 1 83717.844717158 85428.515514117 963.415 5622.361 "2022/3/13" "3:08:58.8447" "3:37:29.5155" 1710.6708 "Maneuver" NA "LTSA" "2022/3/12"
1 "Spectrogram 1" 1 691.756090413 5980.243883198 96.439 5434.441 "2022/3/13" "4:05:04.7561" "5:33:13.2439" 5288.4878 "Transit" NA "" "2022/3/13"
2 "Spectrogram 1" 1 12470.073156487 18209.439009062 92.231 8403.298 "2022/3/13" "7:21:23.0732" "8:57:02.4390" 5739.3659 "Maneuver" NA "" "2022/3/13"
3 "Spectrogram 1" 1 73023.540354205 76439.403706638 94.856 1629.795 "2022/3/14" "0:10:33.5404" "1:07:29.4037" 3415.8634 "Transit" NA "LTSA" "2022/3/13"
1 "Spectrogram 1" 1 1472.049673926 12498.55898948 41.152 5674.314 "2022/3/14" "4:17:56.0497" "7:21:42.5590" 11026.5093 "Transit" NA "" "2022/3/14"
2 "Spectrogram 1" 1 80900.832290864 84206.57141369 51.74 4975.61 "2022/3/15" "2:21:41.8323" "3:16:47.5714" 3305.7391 "Transit" NA "LTSA" "2022/3/14"
1 "Spectrogram 1" 1 192.633536827 4329.167688302 143.737 4965.719 "2022/3/15" "3:56:26.6335" "5:05:23.1677" 4136.5342 "Transit" "" "" "2022/3/15"
2 "Spectrogram 1" 1 6964.298118556 10790.583839984 51.335 6882.312 "2022/3/15" "5:49:18.2981" "6:53:04.5838" 3826.2857 "Transit" "" "" "2022/3/15"
3 "Spectrogram 1" 1 58441.447200751 60588.701854361 10.267 24000 "2022/3/15" "20:07:13.4472" "20:43:00.7019" 2147.2547 "Transit" "" "" "2022/3/15"
4 "Spectrogram 1" 1 79851.080731328 82809.676999689 18.15 21953.705 "2022/3/16" "2:04:02.0807" "2:53:20.6770" 2958.5963 "Transit" "" "" "2022/3/15"
5 "Spectrogram 1" 1 84320.385085947 86394.8933125 48.78 3501.041 "2022/3/16" "3:18:31.3851" "3:53:06.8933" 2074.5082 "Transit" "yes" "sound clip; added on review (RG)" "2022/3/15"
1 "Spectrogram 1" 1 1182.596262112 3472.956507971 18.15 2268.994 "2022/3/16" "4:12:47.5963" "4:50:57.9565" 2290.3602 "Transit" "" "" "2022/3/16"
2 "Spectrogram 1" 1 3609.211167831 6897.621100116 25.409 21601.643 "2022/3/16" "4:53:14.2112" "5:48:02.6211" 3288.4099 "Transit" "" "" "2022/3/16"
3 "Spectrogram 1" 1 43238.018626941 50133.248430047 25.667 4229.979 "2022/3/16" "15:53:39.0186" "17:48:35.2484" 6895.2298 "Maneuver" "" "" "2022/3/16"
4 "Spectrogram 1" 1 59294.546577769 62715.552786749 21.779 18585.147 "2022/3/16" "20:21:16.5466" "21:18:17.5528" 3421.0062 "Maneuver" "" "" "2022/3/16"
5 "Spectrogram 1" 1 69440.155272425 75555.906829878 15.4 24000 "2022/3/16" "23:10:21.1553" "0:52:17.9068" 6115.7516 "Transit" "" "" "2022/3/16"
7 "Spectrogram 1" 1 0 661.527929995 30.488 1591.463 "2022/3/16" "3:53:05.0000" "4:04:06.5279" 661.5279 "Transit" "yes" "no sound clip; added on review(RG)" "2022/3/16"
8 "Spectrogram 1" 1 39192.74533389 42805.093147205 17.247 4018.436 "2022/3/16" "14:46:16.7453" "15:46:29.0931" 3612.3478 "Transit" "" "LTSA" "2022/3/16"
6 "Spectrogram 1" 1 78120.006190981 83263.198742288 29.039 5544.148 "2022/3/17" "1:35:01.0062" "3:00:44.1987" 5143.1926 "Transit" "" "" "2022/3/16"
1 "Spectrogram 1" 1 4785.354034796 11943.204963018 46.201 6611.91 "2022/3/17" "5:12:41.3540" "7:11:59.2050" 7157.8509 "Transit" "" "" "2022/3/17"
2 "Spectrogram 1" 1 24815.440989687 32017.31676633 36.299 1560.575 "2022/3/17" "10:46:30.4410" "12:46:32.3168" 7201.8758 "Transit" "" "" "2022/3/17"
3 "Spectrogram 1" 1 30352.596255862 40030.347817482 25.667 18991.698 "2022/3/17" "12:18:47.5963" "15:00:05.3478" 9677.7516 "Transit" "" "" "2022/3/17"
4 "Spectrogram 1" 1 45345.801248124 47485.397501825 28.234 1016.427 "2022/3/17" "16:28:39.8012" "17:04:19.3975" 2139.5963 "Maneuver" "" "" "2022/3/17"
6 "Spectrogram 1" 1 12587.888190437 19251.577628921 30.488 5524.39 "2022/3/17" "7:22:43.8882" "9:13:47.5776" 6663.6894 "Maneuver" "" "LTSA" "2022/3/17"
5 "Spectrogram 1" 1 79994.80786457 86395.987979167 35.934 1242.3 "2022/3/18" "2:06:07.8079" "3:52:49.9880" 6401.1801 "Transit" "yes" "" "2022/3/17"
1 "Spectrogram 1" 1 0 1414.621104283 51.335 2207.392 "2022/3/18" "3:52:47.0000" "4:16:21.6211" 1414.6211 "Transit" "yes" NA "2022/3/18"
2 "Spectrogram 1" 1 24284.018624858 28437.993786853 25.667 5285.151 "2022/3/18" "10:37:30.0186" "11:46:44.9938" 4153.9752 "Transit" "" NA "2022/3/18"
3 "Spectrogram 1" 1 29113.664590062 32166.844717158 50.819 2831.331 "2022/3/18" "11:57:59.6646" "12:48:53.8447" 3053.1801 "Transit" "" NA "2022/3/18"
4 "Spectrogram 1" 1 72836.7577581 75014.31054485 210.535 2838.591 "2022/3/19" "0:06:40.7578" "0:42:57.3105" 2177.5528 "Transit" "" NA "2022/3/18"
1 "Spectrogram 1" 1 33238.956514221 36274.136643401 20.534 1495.524 "2022/3/19" "13:06:36.9565" "13:57:11.1366" 3035.1801 "Transit" NA NA "2022/3/19"
2 "Spectrogram 1" 1 41314.372659653 43630.447188251 29.039 4646.287 "2022/3/19" "15:21:12.3727" "15:59:46.4472" 2316.0745 "Transit" NA NA "2022/3/19"
3 "Spectrogram 1" 1 43849.577635171 47749.093161788 25.667 2566.735 "2022/3/19" "16:03:26.5776" "17:08:25.0932" 3899.5155 "Transit" NA NA "2022/3/19"
4 "Spectrogram 1" 1 64821.428565476 68795.291909576 41.663 3751.432 "2022/3/19" "21:52:56.4286" "22:59:10.2919" 3973.8633 "Transit" NA NA "2022/3/19"
5 "Spectrogram 1" 1 77646.105588082 81674.30432962 68.727 4637.131 "2022/3/20" "1:26:41.1056" "2:33:49.3043" 4028.1987 "Transit" NA NA "2022/3/19"
1 "Spectrogram 1" 1 0 1911.354022296 14.52 22505.133 "2022/3/20" "3:52:31.0000" "4:24:22.3540" 1911.354 "Transit" NA NA "2022/3/20"
2 "Spectrogram 1" 1 12651.273288885 15060.590042715 14.52 4609.856 "2022/3/20" "7:23:22.2733" "8:03:31.5900" 2409.3168 "Transit" NA NA "2022/3/20"
3 "Spectrogram 1" 1 49519.118006043 52577.440989687 25.667 4965.719 "2022/3/20" "17:37:47.1180" "18:28:45.4410" 3058.323 "Transit" NA NA "2022/3/20"
4 "Spectrogram 1" 1 68904.608684239 72426.012415877 25.667 1457.906 "2022/3/20" "23:00:52.6087" "23:59:33.0124" 3521.4037 "Transit" NA NA "2022/3/20"
1 "Spectrogram 1" 1 38705.993787215 42247.465823525 20.534 2720.739 "2022/3/21" "14:37:27.9938" "15:36:29.4658" 3541.472 "Transit" NA NA "2022/3/21"
2 "Spectrogram 1" 1 57882.248442547 61214.260854257 25.667 2686.135 "2022/3/21" "19:57:02.2484" "20:52:34.2609" 3332.0124 "Transit" NA NA "2022/3/21"
3 "Spectrogram 1" 1 61580.577646144 66111.434770846 15.4 1914.784 "2022/3/21" "20:58:41.5776" "22:14:11.4348" 4530.8571 "Transit" NA NA "2022/3/21"
1 "Spectrogram 1" 1 32691.365848408 35370.731691955 14.793 22603.55 "2022/3/22" "12:57:04.3658" "13:41:44.7317" 2679.3658 "Transit" NA NA "2022/3/22"
1 "Spectrogram 1" 1 2869.609746883 6817.024374153 22.255 23584.214 "2022/3/23" "4:39:53.6097" "5:45:41.0244" 3947.4146 "Transit" NA NA "2022/3/23"
2 "Spectrogram 1" 1 47661.780471511 50111.536566785 29.674 21066.327 "2022/3/23" "17:06:23.7805" "17:47:13.5366" 2449.7561 "Transit" NA NA "2022/3/23"
3 "Spectrogram 1" 1 62023.926825457 64744.707298357 33.383 24000 "2022/3/23" "21:05:45.9268" "21:51:06.7073" 2720.7805 "Transit" NA NA "2022/3/23"
4 "Spectrogram 1" 1 64959.975593801 67508.146312771 15.737 1395.329 "2022/3/23" "21:54:40.9756" "22:37:08.1463" 2548.1707 "Transit" NA NA "2022/3/23"
