"","Begin_Date","Begin_Hour","Maneuver","Not_Assigned","Transit","Notes"
"1827",2021-07-25,2,0,NA,0,NA
"1828",2021-07-25,3,0,NA,0,NA
"1829",2021-07-25,4,0,NA,0,NA
"1830",2021-07-25,5,0,NA,0,NA
"1831",2021-07-25,6,0,NA,0,NA
"1832",2021-07-25,7,0,NA,0,NA
"1833",2021-07-25,8,0,NA,0,NA
"1834",2021-07-25,9,0,NA,0,NA
"1835",2021-07-25,10,0,NA,0,NA
"1836",2021-07-25,11,0,NA,0,NA
"1837",2021-07-25,12,0,NA,0,NA
"1838",2021-07-25,13,0,NA,0,NA
"1839",2021-07-25,14,0,NA,0,NA
"1840",2021-07-25,15,0,NA,0,NA
"1841",2021-07-25,16,0,NA,0,NA
"1842",2021-07-25,17,0,NA,0,NA
"1843",2021-07-25,18,0,NA,0,NA
"1844",2021-07-25,19,0,NA,0,NA
"1845",2021-07-25,20,0,NA,0,NA
"1846",2021-07-25,21,0,NA,0,NA
"1847",2021-07-25,22,0,NA,0,NA
"1848",2021-07-25,23,0,NA,0,NA
